DATE,VOTE,INFO
2025-06-01,4,재구매배송이 빠르네요밀크향이 강해서 적당히 변냄새가 중화됩니다사이즈도 좋고 밖으로 튀어나와도 청소가 편리해요
2025-05-29,5,배송 빠르고 제품도 아주 만족합니다~박스 개봉하는데 저희집 냥이들이 박스를 점령했어요~~^^
2025-06-04,5,재구매항상구매해서 쓰고있습니다 가성비짱입니다
2025-06-08,5,냥이들이 사용을 잘하네요 아유 귀여웡. ㅎㅎ
2025-06-07,5,말해머해요. 잘쓸께요~^감사합니다!
2025-06-03,5,재구매3~4년째 꾸준히 사용중에요 변기에 잘 녹아 편리하고아이들도 잘 사용해주고 뭉침 가루날림 다 좋아요~^^
2025-05-15,5,여태 가는입자 두부모레를 3년정도 쓰다가 볼일보고 나온 양양이 발가락에 자꾸 끼여 침대에도 하나씩 떨어져 일반입자로 바꿨어요. 사이즈차이가 많이납니다. 가루는 덜생길듯.....물에 잘녹아 너무 편해요~^^
2025-06-04,5,재구매무난하게 잘 사용하고 있습니다. 습한 날에는 냄새가 좀 많이 나지만 고양이가 만족하는 것 같아요.
2025-05-20,5,하루만에 배송 감사합니다 포장재도 바뀌고 고급스러움요 지난번 구매한 제품은 먼지 가루가 거의 없어서 정말 좋았어요 라벤더향이 탈취효과는 더 좋아요
2025-06-05,5,한동안 쿠팡으로 구매하다고네이버로 왔더니봉지가 바뀌었네요ㅎㅎㅎ늘 잘 쓰고 있습니다~
2025-06-03,5,재구매다묘가정이라 모래값 걱정이 많은데 여기서 매달 시키고있어요~ 가성비굿굿
2025-06-01,5,기존 모래 버리고 교체 해줬는데 기존에 사용하던 것 보다 먼지날림이 없는거 같아요. 나머지는 좀 더 써봐야 알 것 같아요
2025-06-01,5,향을 잘 잡는건 잘 모르겠지만 일단 응고력과 먼지 날림에서 합격. 그리고 애들이 가리지 않아서 너무 좋아요!
2025-05-24,5,좋아요고영이도 집사도.. 꽤나 많이 무거움고양이 짱 귀엽습니다
2025-05-28,5,배송 빠르고 고양이 모래 제품중 네네린도 제품 모르는 사람은 없을거라 생각합니다.포장상태도 좋고 잘 사용하고 재구매 할게요
2025-05-17,5,재구매네네린도로 갈아탄 후에 다른모래 안사게되네요^^ 수년째 사용중인데 즤 냥냥씨들 만족도가 좋아여!응고력도 좋구 탈취도 괜찮은데 쫌 기간이 지나면 먼지발생은 어쩔 수 없는거 같아요^^ 채망으로 한번씩 걸러서 먼지는 버려줍니다~ 라벤더향만 써왔는데 녹차도 궁금해서 이번엔 녹차로^^
2025-04-24,5,재구매늘 사용하던 제품입니다. 잘뭉쳐지고 또한 가루날림도 거의  없어서요.
2025-06-07,5,재구매잘 뭉쳐요 좋아요 모래가 많이 날리지 않아서 좋아요
2025-05-30,4,"압축 짱짱하게 잘 되어서 왔습니다~! 모래 질도 좋네요. 먼지도 만지면 손에 조금 묻지, 거의 안날리는 수준입니다"
2025-06-05,5,재구매늘 여기서 구매해요! 냥이들 거부감없이 잘 사용해요! 잘 녹아요!
2025-05-23,5,재구매이걸로 정착중이에요 그치만 물량이 쫌 많았으먄 ...ㅠ 인기가 많은고가타요 그치만 정말 좋아요냄새는 확실하게 잡아줘요 고양이 두마리키우는데 최고입니다
2025-06-01,5,늘 쓰고있는 두부 모래입니다.냄새도 잘 잡아주지만 물에도 잘 풀어져서 좋습니다.응고력도 좋고 먼지날림도 거의 없어요.
2025-06-07,5,재구매좋아요. 늘 쓰던 두부모래입니다.
2025-06-05,5,재구매입자가 얇아서 좋아요 먼지도 덜하고 잘 쓰고 있습니다
2025-06-08,5,재구매늘쓰는거라 써요 딸취력이 좀 부족
2025-06-04,4,재구매가성비가 좋은 모래여서 계속 구매 이용하고 있습니다.빠른 배송 감사합니다.
2025-06-06,5,재구매일반 미세 초극세 세가지 타입으로 구매했어요.2가지 섞어서 넣어주면 잘 써요
2025-04-07,5,"한달사용네네린도 고양이 두부모래 한 달 사용 후기루디가 쓰는 모래는 뭐가 좋을까 고민하다가, 요즘 핫하다는 **‘네네린도 고양이 두부모래’**를 써봤어요.총 18kg 대용량이라 넉넉해서 한 달 동안 넉넉하게 사용할 수 있었어요.먼저 포장부터 짚자면,네네린도 특유의 감각적인 블루 패키지에 방습 포장이 잘 되어 있어서 보관도 편했어요.디자인도 감성적이라 냥이 용품 중에서도 눈에 띄더라고요.사용하면서 좋았던 점은요:먼지 거의 없음: 루디가 파헤칠 때 먼지가 거의 날리지 않아서 환기도 덜 신경 써도 됐어요.응고력 GOOD: 응가나 쉬야 자국이 빠르게 뭉쳐져서 치우기 편했어요.탈취력도 꽤나 괜찮음: 루디 화장실 근처 냄새가 많이 줄었어요.고운 입자: 발에 덜 묻고, 바닥에도 덜 떨어져요.아쉬운 점이라면, 양이 많아서 좋긴 하지만, 보관 공간을 어느 정도 확보해야 한다는 점이에요.무게도 꽤 나가기 때문에 이동 시 한 번에 들기엔 무리가 있어요.그래도 한 달 써본 결과,루디도 만족하고(잘 쓰는 걸 보니!) 저도 만족해서 다음에도 재구매 의사 있어요.고양이 두부모래 고민 중이시라면 한 번 써보셔도 좋을 듯해요!"
2025-06-01,5,재구매추천받아서 4포 사서 3포로 2개월정도 사용했어요. 양도 넉넉하고 물에도 잘녹아서 만족!
2025-05-26,5,재구매얇은 것은 잘 부서지기도 하고 가루화기 빠른데 이건 그나마 괜찮음 매번 트레이더스에서 구매했는데입다  크기가 거의 동일 애용하고 있습니다
2025-05-31,5,배송 빠르고 제품 이상 없습니다.입자가 커서 좋아요. 추천합니다.
2025-06-08,5,저렴하게 잘 구매 했습니다번창하세요
2025-06-09,5,재구매네네린도 늘 재구매합니다 포장상태 좋아요
2025-06-04,5,두부모래를 알고 다른건못씀 짱좋음 먼지날림 전혀없고 잘뭉치근 굳
2025-05-20,1,제품설명 자세히 확인 안하고 산 제가 잘못이지요.일반 두부모레보다 엄청 두꺼워요그건 그렇다쳐도 우와 냄새..시멘트?? 냄새 때문에 죽겠어요아까워서 쓰곤있지만 다 버리고싶은 마음..ㅠ
2025-05-12,3,"당일배송이 안지켜졌네요;;양해바란다는 알림만 왔지 그것도 못봤으면 모를뻔했어요,, 양옹이가 많아서 모래를 바꿔봤는데 첫이미지가 그리 좋음편은 아니네요 박스도 물에 젖어왔어요ㅠㅠ다행이도 내용물이 비닐포장이라 괜찮아요 모래는 한번써볼게요"
2025-06-05,5,양도 많고 물에 잘녹아서 좋아요~냄새도 안남
2025-06-06,5,재구매완벽한 두부모래는 없는것 같지만써본 두부모래 중에는 제일 괜찮아요
2025-06-07,5,잘뭉치고 머래 좋네요 모래 정착 합니다 ㅎㅎ
2025-06-01,5,재구매주기적으로 찾게되네요🌟빠른 배송 감사합니다🌟
2025-05-25,5,1개가 진공이 풀려서 도착이됐어요..찢어지거나 한건 아니어서 그냥 사용 했어요.냄새는 확실히 잘잡아주고.. 가루가 생각보다 잘 날리네용..
2025-05-27,5,재구매네네린도 정기 구독 해야할 수준이네요... 계속 이것만 씁니다
2025-05-25,5,늘 쓰는 모래에요..이번에 또구입...잘쓰겠습니다^^
2025-06-01,4,재구매항상 애용합니다.몇년째 사용하면서 만족하고 있어요.
2025-05-27,5,재구매항상 사용하는 모래입니다 ㅎㅎ가격은 좀 있어도 좋아요 ㅎㅎ
2025-06-08,5,굵은데 먼지가 제일 적어서 계속 이걸로 사고있어요
2025-06-08,5,가격도 괜찮고 해서 사봤는데 좋은것 같아요 ! 기존쓰던거보다 먼지날림도 적고 냄새도 안나네요 다음에 또 구매해보려구요~~
2025-06-04,5,재구매일반 얇은거 초극세사 세 종류 다 주문일반은 냄새를 잘 못 잡는 것 같아 밀크로 주문했어요.
2025-06-07,4,가격대비 좋은드학니다
2025-06-04,4,입자가 너무 적은건 가루가 빨리 잘 생겨서..가격대비 괜찮아요
2025-06-02,5,재구매빠르고 안전하게 잘 받았습니다. 다음에도 또 이용할게요!!
2025-05-31,5,재구매다행이 고양이들이 향에거부감이없어서라벤더향을 쓰게됐는데 향이 좋아서 고양이대소변냄새가 덮여서 좋아요
2025-04-23,5,아직 냥이가 볼일을 안봐서 모르겠는데일단 기본입자 엄청 두꺼워요.이렇게 두꺼운건 처음봐서 까고 놀랐어요.겨울철 캠핑할때 난로떼는데 쓰는 펠렛ㅋㅋ펠렛 사이즈까진 오바지만 매우 두껍네요ㅎㅎ일단 냥이가 사용 잘 해주길 바랍니다.두께사이즈 알려고 리뷰를 엄청 봐도 모르겠던데기본 입자 사실분 참고하세요.젤 처음에 썼던 입자는 초극세사에서기존 쓰던 입자도 전 굵다고 생각했는데 비교하니애기애기하네요.ㅋㅋ
2025-05-30,5,녹차향으로 샀는데 괜찮아요 가는입자로 했는데 딱좋네요오자마자 갈아줬는데 좋아서 바로 들어가네요 ㅋㅋ
2025-05-27,5,재구매청소하기 편해요 아이들이 모래를 쓸고나와 좀 그런데 가는입자를 제일 좋아해요
2025-05-22,5,자주 이용하는 곳인데 만족합니다!배송도 빠르구여! 상자가 바꼈는데 뭔가 더 튼튼해진거 같아여!
2025-06-01,5,재구매좋아요 매번 씁니다. 정기구독해도만족
2025-06-06,5,재구매항상 사용하고 있는 두부모레에요
2025-06-04,5,벤토랑 섞어서 쓰고있는데 응고잘되고 좋습니다 아주 용량도 큼!
2025-06-06,5,재구매이번에 밀크로샀는데 냄새가 좋네요
2025-06-05,5,자주 구매하는데 너무 얇은건 치우기가 어려워 두꺼운걸로 삽니다.
2025-05-24,5,늘 쓰던 두부모래가 예전만 못해서 네네린도로 바꿔봤는데 전꺼보단 훨 좋아요포장지 압축도 짱짱하니 좋구요
2025-06-02,5,재구매늘쓰던거고 이만한게 없는거같아요가격만 좀더 착하다면좋겠어요
2025-05-28,5,재구매매번 삽니다! 항상 무향사다가 이번엔 궁금해서 라벤더향을 사봤어요. 항상 믿고 써요
2025-06-07,5,입자도 굵어서 사막화현상 없고 고양이도 잘써요!
2025-06-09,5,헐 응가냄새가 안나서 좋네요
2025-06-05,5,재구매빠른 배송 감사합니다
2025-06-02,5,요녀석이 넘조아라합니다ㅎ 감사해요 ㅎ
2025-06-06,5,재구매항상 만족하며 잘 쓰고있어요
2025-05-23,5,재구매계속재구매 해서 사용중입니다진공 포장이라 좋구요치우기편해서 좋습니다
2025-06-07,5,가성비도 좋고 애기도 잘쓰네영
2025-06-07,5,부드럽고 냄새도  향기롭고  좋았습니다
2025-05-24,5,재구매저번에 잘못못주문해세 오리지널로 주문했는데 이번에 제대로 주문했어요. 라벤더 향이 진해서 응가 냄새를 잘 감춰줘요.
2025-06-06,5,재구매냄새도 잘 안나고 좋아요
2025-06-04,5,재구매먼지날림 많이없고 응고력 좋습니다
2025-05-27,5,재구매늘쓰는제품~한달에 한번씩 시켜요가성비좋아요
2025-05-18,5,몇 년째 다른 브랜드 써오다가 한 번 구매해봤어요! 만족합니다 ㅎㅎ 포장지도 힙하고 예뻐요 💙한 달 후기도 올려볼게요~
2025-06-06,5,재구매단종 안 되고 계속 만들어주면 좋겠어요
2025-05-11,5,"재구매모래날림은 거의 교환할때쯤 나고요.그나저나 어제 받아서 오늘 갈아주려고 오늘 아침 뜯자마자 울 큰녀석 치즈가 지껀 줄은 아는데, 먹을건줄 알고 이빨로 물어서 바람을 집어넣어버렸어요. 에그  말썰장이. 빠른 배송 감사해요."
2025-06-05,4,재구매잘 뭉쳐지고 냄새도 그리 많이 나지않아요
2025-05-28,5,재구매작년부터 사용하던 모래인데 가격대비 좋은거 같아요
2025-05-24,4,재구매아이고 이 진공 풀림은 어쩔수가 없나봐요.저번엔 다 풀려 오더니 이전엔 그래도두봉지는 살아남았네요.
2025-05-04,5,큰 입자를 찾고 있었는데 사용감이 좋아요1. 감자가 잘 만들어져 좋고2. 먼지날림 적어요앞으로 정착할 거 같네요 ^^단종 안됐으면 좋겠습니다~~
2025-05-23,5,재구매돌고 돌아 무향이 최고인거같아요 바로 전 쓰던라벤더 향이 너무 강해서 고생했네요
2025-05-28,5,와서 뜯어서 넣어보았습니다. 가성비 좋아요
2025-05-20,5,재구매늘 이용하고 있어요. 냥이 무게가(9.5kg) 있다보니 가루가 많이 생기긴 해요.
2025-05-16,5,요즘 두부모래가 다 얇게 나와서 굵은 입자를 찾고 있었는데 양도 많고 좋네요!얇은 입자는 애들 젤리사이에 껴서 사막화가 심하더라구요ㅠㅠ 또 구매할게요!
2025-05-17,4,무향을 주문했는데 녹차가 왔어요  교환하기엔 무게가 너무 나가 택배 기사님 너무 힘드실 것 같아 그냥 사용하지만 다음엔 신경써서 보내주세요! 별하나 뺐습니다
2025-06-05,5,흠 그저그런듯 처음 써봄요요요
2025-05-30,5,처음 써보는데 좋으면 또 구매할게요
2025-05-15,5,냄새 생각보다 잘잡아줘서 너무 좋아요! 소변은 처음에는 잘뭉쳐있는데 시간지나면 부서지는게 있지만 만족합니다!
2025-05-10,4,재구매가격 대비 양이 많고 품질이 우수합니다. 리뉴얼된 후 먼지 날림이 많이 줄어서 더 좋습니다.
2025-04-14,5,한달사용재구매네네린도 초극세사 오리지널만 쓴지 꽤 오래됐는데요오랫동안 써온 구매자로서 네네린도 두부모래 초창기때가 좀더 좋았던거같아요색이나 향 부서짐 이런부분이 예전보다 조금씩 아쉬움이 있어요 요즘은 약간 랜덤뽑기같은 느낌ㅠ네네린도 두부모래가 변함없는 모래가 되어서 냥이들을 위한 최고의 모래가 되었으면 합니다그리고 위에 손잡이 부분을 좀 뚫어주셨으면 해요처음 상자에 빽빽히 들어있을때 빼기가 힘들더라고요또 한가지는 유통기한이나 생산시기정도는 표기해주시면 어떨까싶어요방부제가 없는제품인데 유통기한이 없는게 맞는건지도 궁금하네요네네린도에 애정이 큰 집사의 바램도 섞인글이였습니다^^
2025-04-27,5,재구매네네린도 두부모래를 사용해보니 응고력이 정말 뛰어나네요? 덩어리가 단단하게 뭉쳐서 감자 캘 때 편리했습니다.무엇보다 먼지가 거의 날리지 않아 집안이 쾌적했어요ㅎㅎ고양이도 거부감 없이 잘 사용해서 만족했습니다.은은한 냄새 차단 효과도 느껴져서 좋았어요.다음에도 재구매할 의향이 있을 정도로 마음에 들었습니다!!!
2025-05-28,5,한달사용재구매량이들이 잘 사용하고 있어요  재구매  의사 있어요
2025-05-30,5,재구매매번 사용하는 네네린도 일반 두부모래 만족합니다.
2025-06-03,5,재구매울집 고냠미들이 넘 좋아합니다`~
2025-05-29,5,재구매모래 찾아다니지 말고 정착하세요. 최곱니다~
2025-05-04,5,재구매몇년째 잘 쓰고있는 모래입니다. 좋아요(영상속의 아이는 이제 건강해져서 살이 올랐습니다 걱정마세요)
2025-06-02,5,재구매만족하며 몇년째 사용중입니다.
2025-06-06,4,재구매재구매중입니다 잘 사용중이에여
2025-05-25,5,응고 잘되고 양도 넉넉해서 좋아요향도 잡아줘서 괜찮습니다
2025-05-22,5,한달사용잘사용하고있구요 우유향이 우리애들 응가 냄새를 잘 막아주는거같아요 ㅎ 재구매했습니다
2025-06-07,5,재구매잘 사용 하고 있습니다.
2025-06-02,5,재구매고양이가 항상 잘 쓰고 있어요~
2025-06-04,5,재구매량이들이 잘 사용하고 있어요
2025-06-01,5,재구매항상 사용하는 제품 정착입니다
2025-06-05,5,배송맘에들고요 먼지가 최우선인데 정말 다른거 비해 먼지없어요 감사합니다~
2025-05-30,5,재구매네네린도 두부모래 라벤더 추천합니다
2025-06-08,5,잘 사용중입니다 ㅎ !
2025-05-28,5,재구매항상 쓰는 제품이라 믿고 구매해요.
2025-05-31,5,재구매그래도 굵은게 먼지덜날려서 잘쓰고있습니다
2025-05-15,5,재구매벌써 세번째 구매네요. 지금까지 써본 두부모래중에 제일 괜찮은것 같아요! 잘 쓰겠습니다
2025-05-20,5,재구매네네린도 두부모래만 쓴지  오래되네요 촉극세사가 더 잘뭉쳐지고 좋아서 계속 씁니다
2025-05-21,4,어제배송받아서   완전 한 사용은  아직 안햇서  정확한   후기는 알수 없네요  굵은 입자라서  먼지는 안 날리는것  맞아요.
2025-05-30,5,재구매울 냥이들 평생 뒷깐 처리담당으로 역할 톡톡히 합니다.
2025-05-29,5,재구매늘 사용하고 있는 두부 모래인데 좋습니다.
2025-05-30,5,재구매항상쓰는 두부모래애요 네네린듀에서만 구매해요
2025-06-01,5,매우 좋아요 매일 씁니다
2025-05-14,5,좋아요 냄새도 좋고 잘 싸네요포장도 좋아요 압축도 안 풀리고 다 쓰면 다시 주문해야겠네요
2025-06-08,5,얇아서 좋아용ㅋㅋㅋ
2025-05-17,5,가는입자 계속 사용중이에요.두부모래 양을 충분히 부어놓으면잘 뭉쳐져요^^감사합니다♡
2025-05-18,5,두부모래는 늘 여기서 주문해요두부중 먼지날림이 적고 잘뭉쳐져요저번에꺼 벤토가 남아서 섞음
2025-06-01,5,재구매몇 년째 사용중입니다 좋습니다
2025-05-27,5,재구매좋아요 추전합니다 냥이들이 좋아해요
2025-05-11,5,재구매가성비도 좋고 효과도 좋아서 계속 구매하고 있어요. 냄새도 잘 잡아주고 잘 뭉쳐지는 게 제일 만족스러워요
2025-05-24,5,재구매늘 여기서만 사요 모래는 정착했습니다 많이 파세요!
2025-05-29,5,재구매늘 쓰던상품이라 믿고 사게됩니다~
2025-05-29,5,재구매계속 쓰던 제품이라서요 좋어요
2025-05-16,5,재구매너무 잘쓰고있어요! 우래기들도 너무 좋아하고 잘쓰니까 두박스씩 쟁입니다:-) 히힛
2025-05-19,5,생각보다 가는입자는 아니지만잘 사용하고있습니다 ☺️
2025-05-25,5,재구매빨리뭉치고 가루가 획실히 적게 생겨서 너무 만족해요
2025-05-27,5,재구매무향만쓰다가 오리지널해봣는데 좋네요ㅎ
2025-06-01,5,재구매빠른 배송 고맙습니다🌟
2025-05-02,5,재구매다른 제품을 많이 사용해 봤는데 이 제품만큼 만족도가 큰 게 없었어요.냄새도 나지 않고 입자가 작아서 치우기도 좋고 우리 냥이가 더 좋아해요이 제품 사고 나서부터는 다른 제품은 쓰질 못하겠어요^^
2025-05-05,5,사용해보고 울집 고양이가 잘 써줘서 다시 주문했습니다 일반입자는 너무 두꺼운것 같아서 초극세입자로 사고 있습니다.
2025-05-10,4,재구매가격 대비 양이 많고 품질이 좋은 두부 모래입니다. 빠른 배송 감사합니다.
2025-06-01,5,재구매여기 고양이 두부 모래는 먼지 날림도 적고 항상 재구매 합니다.뭉침도 좋아요.냄새도 흡수해주는것 같아 매달 여기서 정기구매합니다
2025-06-05,5,많은 분들이  후기가 좋아하신것 같아  써 보려구요  맘에 들면  다시 구매 할께요
2025-05-11,5,재구매재주문했어요밀크향으로 주문했는데 향이 강해서 깔아주는 첫날은 통풍을 좀 시켜놔요 다음엔 무향으로 시켜야겠어요 잘쓸께요
2025-05-28,5,제품 먼지안나고 너무 좋아요 👍
2025-05-28,5,제품 먼지안나고 너무 좋아요 👍
2025-05-29,5,재구매가성비 좋은 제품입니다
2025-05-27,5,재구매조아요 마음애 들어요
2025-05-12,4,재구매모래를 바꾸고 꾸준히 사용하는 제품이에요.야옹이가 거부감 없이 사용해줘서 고맙구요.
2025-05-22,4,한달사용일반 모래에 비해서 냄새를 못 잡지만.. 그래도 저렴하게 잘 쓰는 중입니다…
2025-05-22,5,맨날~~쓰는 제품 카사바로바꿨다가 응고력이 좋긴하지만 집안이 모래받이 되어서 다시 돌아갑니다
2025-05-17,5,재구매입자가 가늘고 냄새도 잘안나서 계속 주문해서 사용하고 있어요
2025-05-19,5,재구매이거 완전 좋습니다  또 주문할께요
2025-05-23,5,재구매늘 맨날 시키던모래라서 만족합니다 아주좋아용
2025-05-19,5,재구매또주문합니다 이거 완전 좋습니다 대박대박
2025-05-13,5,재구매냄새가 달달하니 우유향 나고 좋아요 벤토 대비 사막화는 덜 한데 이 두부 모래도 끌고 나오네요 ㅋㅋ
2025-05-14,5,재구매저번 이벤트때 우유향으로 시키고 이번에 오리지널로 주문했어요! 오리지널보다는 밀크향이 더 괜찮을것같아요
2025-05-20,5,한달사용냥이가 좋아해요. 오래사용한 제품이예요.
2025-05-22,5,재구매늘 주문하는 제품이에요 탈취력 좋아요
2025-05-17,5,재구매입자도 가늘고 고양이도 거부감없이 잘쓰고 있어요
2025-05-24,5,한달사용재구매전꺼보다 향이더 진하고 좋은거 같아요
2025-05-26,5,재구매우리집 냥이들이 젤 좋아하는 두부모레 입니다
2025-05-04,5,재구매이 제품만큼 잘 뭉치고 잘 녹는 거 찾기힘들어요 :)일반입자는 처음 구매해봤는데 괜찮아요. 먼지없고. 늘 만족하는 제품입니다~
2025-05-18,5,두부모래 이걱저것 다 써보다가 주문해봤어요~~아이들 잘 쓰는거같아요
2025-05-19,5,한달사용완전 좋습니다  또 주문할께요
2025-05-14,5,항상 여기 두부모래 씁니다 다른말이 필요없네요 젤 좋아요
2025-05-18,5,재구매항상 사용중인 제품 좋아요 먼지가 없어서
2025-05-26,5,재구매잘 쓰고잇습니다 감사합니다
2025-06-08,5,한달사용재구매매번 사용하는 상품이라 믿고 구매하고 변함없네요
2025-05-07,5,입자 굵은걸로 쓰는데 발가락 사이에도 안끼니 볼일보고 나올때도 덜 딸려놔와요.입자 고운거랑 굵은거랑 각각 화장실 한개씩 놓아보았더니 굵은걸 먼저 쓰시길래 효녀라고 불러드림요~ㅎㅎ
2025-05-01,5,재구매저희 엄마집에 시켜 드리는데 여기 제품이 좋다고여기 꺼만 쓰셔서 몇번째 재구매인지 모르겠네여ㅎ이번에도 다 쓰고 또 재구매 하러 올께용♡
2025-05-20,5,저렴하고 편해서 계속사용중입니다
2025-05-26,5,한달사용재구매항상 너무 잘 사용하고있어요
2025-05-29,5,재구매고양이항상이제품써요
2025-05-15,5,재구매모래는 여기서만 구입해요. 이 제품 쓰고나니 다른 제품은 손이 안가더라구요.
2025-05-18,5,재구매배송빨랐어용 너무 얇은거보다 보통입자로 쓰는게 좋은거같아용
2025-04-25,5,모래 용량이 풍복해서 넘 맘에들어용~울 꼬맹이가 대뜸 위로 올라가 자리잡는데 좋아하는거 같아서 흡족합니다..
2025-05-11,5,재구매먼지날림도 적고 냥이가 좋아해요! 모래는 항상 여기서만 구매합니다
2025-05-21,5,좋아요 배송도 빨라요
2025-05-27,5,매번쓰는거라 이번달도 주문합니다!!!
2025-05-19,5,재구매량이들이 잘 사용하고 있어요 재구매 의사 있어요
2025-05-15,5,재구매우드펠릿 졸업하고 이거만 써요. 냄새도 훨 잘잡아줘서 좋아요.
2025-05-28,5,재구매감사합니다 마니마니 파세요
2025-05-11,5,대용량이어서 좋습니다 먼지 잘 안나고 잘 뭉쳐서 화장실 청결 유지에 좋아요 냥이도 잘 씁니다
2025-05-03,5,네네린도 두번째구입.. 야옹이 네분 모시고 사는 집사입니당~우드펠렛만 쓰다가 두부모래가 좋다길래 저번부터 구입해서 쓰는중인데.. 애들도 좋아하고 먼지가 안날려서 좋으네요~
